X,Y
264,38.5833
265,38.6528
266,38.6528
267,38.9722
268,38.9306
269,39.0417
270,38.9167
271,39.0139
272,38.9306
273,39.0000
274,39.0000
275,39.0833
276,39.0694
277,39.2361
278,39.0417
279,39.0694
280,39.0000
281,39.0139
282,38.8889
283,38.9167
284,38.7222
285,38.8056
286,38.7361
287,38.7778
288,38.6806
289,38.7639
290,38.8750
291,38.7639
292,38.7639
293,38.7083
294,38.6111
295,38.4722
296,38.8056
297,38.6667
298,38.6111
299,38.5833
300,38.6389
301,38.5972
302,38.6528
303,38.8194
304,38.4583
305,38.5972
306,38.6250
307,38.7361
308,38.7361
309,38.8611
310,38.8889
311,39.0972
312,38.7778
313,38.9167
314,38.9444
315,39.1250
316,39.1528
317,39.3750
318,39.5278
319,39.6389
320,39.5972
321,39.6111
322,39.4583
323,39.8333
324,39.6111
325,40.2083
326,40.5139
327,41.1111
328,41.5833
329,41.8750
330,42.2778
331,42.7500
332,43.1111
333,44.3056
334,45.1528
335,45.7778
336,45.6944
337,46.3750
338,47.2917
339,48.3750
340,48.8194
341,49.4444
342,49.7361
343,50.0417
344,50.5139
345,51.2500
346,51.5556
347,52.4861
348,52.5972
349,53.2639
350,53.3889
351,53.5833
352,53.6111
353,53.7083
354,53.5833
355,53.4444
356,52.9028
357,52.4028
358,50.7083
359,49.9583
360,49.2500
361,48.3056
362,46.7083
363,46.0833
364,45.6389
365,45.3056
366,43.8194
367,43.5000
368,43.2361
369,43.0694
370,42.2083
371,41.9028
372,41.4306
373,41.1528
374,40.1944
375,40.4444
376,39.4028
377,39.9444
378,39.4861
379,39.5000
380,39.4028
381,39.3750
382,38.8194
383,38.5000
384,38.3889
385,38.1528
386,37.2083
387,36.6944
388,36.2500
389,36.3333
390,36.0694
391,36.2778
392,36.5139
393,36.7361
394,36.5694
395,37.0694
396,37.2778
397,38.3750
398,40.0417
399,41.7361
400,42.6806
401,44.9306
402,46.5000
403,46.8611
404,46.7917
405,47.2917
406,47.6528
407,48.0139
408,48.7639
409,49.0278
410,48.8194
411,48.8611
412,49.0278
413,48.5139
414,46.0972
415,44.7639
416,44.4583
417,43.7500
418,41.4306
419,40.7778
420,40.7083
421,40.7361
422,40.0278
423,39.2639
424,38.5417
425,38.3889
426,37.4583
427,37.5833
428,37.4306
429,37.2917
430,36.0556
431,35.5278
432,34.8750
433,34.3194
434,34.0000
435,34.4306
436,34.4444
437,34.2917
438,34.1528
439,35.1806
440,38.0556
441,41.5000
442,43.6944
443,45.0000
444,45.6250
445,45.5417
446,45.0556
447,45.4028
448,45.5000
449,45.8333
450,45.3056
451,45.1806
452,44.1667
453,43.1250
454,41.1806
455,39.7639
456,39.6944
457,39.5694
458,38.6389
459,37.9722
460,37.1250
461,36.9444
462,36.0972
463,35.8056
464,35.1806
465,34.6389
466,33.4583
467,33.1389
468,32.9167
469,33.3194
470,33.4722
471,33.2222
472,32.5000
473,35.3611
474,39.3889
475,43.2500
476,44.1389
477,43.9028
478,43.0000
479,42.9306
480,42.6389
481,42.7361
482,41.8750
483,41.0278
484,39.6389
485,38.6111
486,37.7639
487,37.5556
488,37.2361
489,36.6389
490,35.1944
491,35.0139
492,34.6528
493,34.4583
494,33.5833
495,33.1528
496,32.5694
497,32.7778
498,32.8750
499,33.1528
500,32.5694
501,33.0694
502,36.9306
503,40.3889
504,41.3611
505,41.4028
506,40.7083
507,40.1250
508,39.8750
509,39.5417
510,38.0833
511,37.1667
512,37.0000
513,36.8056
514,35.5000
515,35.2083
516,34.1528
517,33.7917
518,33.3750
519,33.7778
520,33.0417
521,32.3750
522,31.8611
523,31.7778
524,31.4583
525,31.2500
526,32.8194
527,35.3194
528,37.0139
529,38.6111
530,39.9861
531,40.1250
532,39.0694
533,37.9444
534,36.3056
535,35.4861
536,35.1944
537,34.9722
538,34.5278
539,34.4306
540,33.6389
541,33.0278
542,32.1111
543,32.0833
544,31.7778
545,31.8056
546,31.5139
547,31.5139
548,31.5694
549,33.0139
550,35.3056
551,36.9028
552,37.5139
553,38.1528
554,37.5000
555,36.8194
556,35.6944
557,35.1806
558,33.9028
559,33.5556
560,32.9028
561,32.7778
562,32.0139
563,32.0139
564,31.5694
565,31.3611
566,31.0556
567,31.1667
568,30.9861
569,31.6944
