X,Y
429,33.0000
430,32.8125
431,32.1667
432,31.5208
433,30.8125
434,30.7708
435,30.8542
436,31.0000
437,31.3958
438,31.4583
439,32.4167
440,35.7500
441,38.0625
442,40.6250
443,43.6875
444,45.1458
445,44.1250
446,43.9583
447,43.9375
448,44.0833
449,43.0833
450,41.7917
451,40.5208
452,38.9167
453,37.0417
454,36.3125
455,36.5208
456,36.8125
457,36.0625
458,35.8750
459,35.5208
460,35.1667
461,34.0000
462,33.5417
463,32.8125
464,32.1875
465,30.7917
466,30.2500
467,30.0208
468,30.6875
469,30.9375
470,31.5000
471,30.8333
472,29.2500
473,33.0417
474,38.8542
475,41.3333
476,43.0417
477,42.2708
478,42.0833
479,41.0000
480,40.1042
481,38.7917
482,37.4167
483,35.7917
484,35.1042
485,34.8958
486,35.0000
487,34.6250
488,34.3750
489,33.5208
490,33.3333
491,32.6667
492,32.1458
493,30.6458
494,30.4375
495,29.8958
496,29.8750
497,30.4167
498,30.8542
499,30.8750
500,29.0833
501,30.6042
502,36.0417
503,39.3333
504,41.0625
505,39.6875
506,39.2292
507,38.1250
508,36.7083
509,34.6875
510,33.5625
511,33.6458
512,33.7500
513,33.0208
514,33.0208
515,32.3750
516,32.3750
517,31.3750
518,31.2917
519,30.4167
520,29.8333
521,29.5208
522,29.2917
523,29.3125
524,28.9167
525,28.6875
526,29.9167
527,33.9167
528,37.6667
529,38.9583
530,38.3542
531,36.8125
532,35.3333
533,33.7917
534,32.6875
535,32.5000
536,32.3958
537,31.7083
538,31.9583
539,31.6667
540,31.1667
541,30.0833
542,29.6458
543,29.5833
544,29.4583
545,29.1667
546,29.2708
547,28.3958
548,28.5000
549,31.8333
550,35.1875
551,36.3333
552,36.7917
553,35.7500
554,34.4375
555,32.7917
556,32.1250
557,31.0625
558,31.0625
559,30.8542
560,30.8958
561,30.2917
562,30.0000
563,29.3333
564,29.1458
565,28.8542
566,29.0625
567,28.7500
568,28.7917
569,29.4792
570,31.5625
