X,Y
464,38.6222
465,38.6000
466,38.5778
467,38.1333
468,37.4667
469,37.0222
470,36.8000
471,36.6222
472,36.4889
473,36.5111
474,38.3778
475,41.4667
476,44.2889
477,45.9556
478,45.6667
479,45.6000
480,45.1333
481,45.1778
482,44.8444
483,45.2000
484,44.8889
485,44.4000
486,43.2889
487,42.5778
488,41.5778
489,41.4000
490,39.9556
491,38.3778
492,36.9111
493,36.8667
494,36.8444
495,37.2000
496,36.8889
497,36.4000
498,35.5111
499,35.2889
500,35.2222
501,35.6889
502,36.5556
503,38.9556
504,41.1556
505,43.0222
506,43.0889
507,43.1778
508,43.0222
509,42.3778
510,42.2444
511,42.3556
512,41.4444
513,40.8889
514,40.5333
515,40.3556
516,38.4667
517,37.1778
518,36.2222
519,36.0222
520,36.0222
521,36.4667
522,35.9111
523,35.0889
524,34.1333
525,34.0222
526,33.9333
527,34.9556
528,37.0222
529,38.7778
530,39.1111
531,40.5778
532,41.8667
533,41.6000
534,40.6889
535,40.2889
536,39.3333
537,38.7556
538,38.1778
539,37.8000
540,36.9556
541,36.5333
542,35.4889
543,34.8444
544,34.3556
545,34.5556
546,34.1778
547,34.1111
548,33.5556
549,34.0667
550,34.8444
551,36.3778
552,37.8444
553,38.7778
554,39.3111
555,39.6667
556,39.5111
557,39.5111
558,38.9111
559,38.3556
560,36.8222
561,36.2667
562,35.4444
563,34.6889
564,33.8889
565,34.2000
566,34.1333
567,33.5111
568,33.1556
569,33.3333
570,33.7333
571,34.8444
